customer_id,age,region,customer_type,total_purchases,total_spent,avg_purchase_value,satisfaction_score,account_status,referral_source
1098,54,West,Gold,79,317.08,49.81,4.6,Active,Store
1099,38,Southwest,Gold,57,5915.22,301.5,3.6,Active,Store
1100,31,Southeast,Bronze,84,7434.36,215.23,3.7,Active,Online
1101,19,West,Platinum,68,7608.82,52.51,1.0,Active,Social Media
1102,28,Southwest,Gold,57,7159.38,301.95,2.5,Active,Online
1103,68,Northeast,Bronze,34,7264.51,14.84,4.6,Active,Referral
1104,56,Southeast,Bronze,13,590.13,112.17,3.8,Inactive,Store
1105,55,Southwest,Silver,14,5341.37,392.72,2.9,Inactive,Online
1106,77,Southwest,Silver,5,7829.69,28.58,1.4,Inactive,Store
1107,51,Midwest,Gold,15,940.65,326.87,2.0,Active,Social Media
1108,55,West,Bronze,86,120.5,475.36,3.2,Active,Online
1109,67,Midwest,Silver,94,8145.62,93.88,4.6,Active,Referral
1110,51,Southeast,Silver,45,7122.94,214.38,1.4,Active,Online
1111,35,Southwest,Bronze,62,4122.06,291.99,1.6,Inactive,Online
1112,47,Midwest,Silver,11,9403.96,230.7,3.6,Active,Online
1113,32,West,Bronze,40,7665.98,313.99,2.2,Active,Store
1114,44,Southeast,Bronze,18,9678.61,208.01,1.7,Active,Online
1115,68,Northeast,Silver,75,9293.15,82.77,1.7,Inactive,Online
1116,80,Midwest,Platinum,76,4812.94,53.63,3.0,Active,Online
1117,51,Southeast,Bronze,1,7547.09,374.78,3.3,Inactive,Online
1118,69,Northeast,Bronze,19,6691.91,126.93,4.6,Active,Online
1119,74,Midwest,Bronze,94,8114.45,425.25,3.1,Inactive,Store
1120,55,Southeast,Bronze,8,7876.88,374.08,3.8,Active,Advertisement
1121,50,Southeast,Silver,20,1532.32,34.23,1.7,Active,Referral
1122,41,Midwest,Gold,7,2337.36,108.59,3.9,Active,Store
1123,32,Southeast,Bronze,38,2657.32,153.08,3.6,Active,Social Media
1124,77,Southwest,Platinum,36,8184.99,301.3,1.9,Active,Referral
1125,47,Midwest,Bronze,28,8107.42,406.82,3.7,Active,Referral
1126,72,Southeast,Gold,82,4953.35,39.56,1.8,Inactive,Advertisement
1127,59,Northeast,Gold,34,5808.32,132.31,3.4,Inactive,Advertisement
1128,68,Northeast,Silver,37,8269.22,194.34,3.7,Active,Online
1129,34,Southwest,Bronze,89,3125.94,99.85,3.8,Active,Store
1130,22,Midwest,Silver,74,501.79,277.19,4.6,Active,Store
1131,46,Southeast,Silver,99,4825.96,244.22,4.8,Active,Store
1132,21,Southeast,Gold,34,9137.17,165.08,4.2,Inactive,Social Media
1133,27,Northeast,Silver,67,7904.68,263.27,4.5,Active,Store
1134,73,Southwest,Silver,2,3666.17,184.35,1.1,Active,Referral
1135,34,Northeast,Gold,11,647.71,178.17,2.5,Active,Social Media
1136,27,Northeast,Platinum,31,6369.2,140.04,1.2,Active,Online
1137,34,Southwest,Silver,46,8344.91,274.81,1.9,Active,Store
1138,77,Midwest,Gold,62,6649.49,227.62,2.5,Active,Store
1139,37,Southeast,Silver,25,4250.75,106.2,4.5,Active,Social Media
1140,41,Midwest,Silver,42,1233.54,16.35,3.0,Active,Advertisement
1141,22,West,Silver,76,9107.74,83.96,3.6,Inactive,Store
1142,51,West,Gold,43,2759.58,30.99,2.5,Active,Referral
1143,23,West,Bronze,37,2242.87,221.48,3.4,Inactive,Store
1144,70,Southwest,Silver,28,8159.77,120.3,4.3,Active,Store
1145,19,Northeast,Silver,54,9812.2,216.02,2.2,Active,Store
1146,30,Midwest,Bronze,51,6601.6,171.43,4.7,Active,Online
1147,79,Southeast,Bronze,18,6248.1,273.63,1.9,Active,Referral
1148,60,West,Gold,34,3194.31,364.69,4.7,Active,Referral
1149,60,Midwest,Silver,47,204.13,244.86,1.1,Active,Online
1150,65,West,Bronze,90,1917.98,40.36,3.2,Active,Store
1151,28,West,Gold,59,5844.3,18.58,4.9,Active,Social Media
1152,68,Southeast,Gold,30,1513.16,114.48,3.4,Active,Advertisement
1153,64,Southwest,Silver,2,8838.36,218.23,3.2,Active,Referral
1154,74,Northeast,Bronze,34,1881.45,32.0,3.7,Active,Social Media
1155,40,Southwest,Platinum,87,5221.04,170.59,2.2,Inactive,Store
1156,72,Midwest,Gold,51,5120.13,444.64,1.2,Inactive,Online
1157,33,Southwest,Bronze,70,6039.46,54.11,2.0,Inactive,Online
1158,48,Midwest,Bronze,50,3274.34,474.77,1.7,Active,Store
1159,28,Midwest,Silver,55,8735.34,429.77,4.7,Active,Online
1160,71,Northeast,Silver,98,4443.02,417.57,4.4,Inactive,Referral
1161,33,Southeast,Bronze,20,7001.54,433.19,2.3,Active,Referral
1162,25,Northeast,Silver,0,6359.11,49.22,4.3,Active,Social Media
1163,21,Southwest,Silver,52,1171.56,84.07,1.8,Active,Store
1164,57,Midwest,Gold,5,6226.39,75.84,1.8,Active,Social Media
1165,21,West,Silver,97,5507.03,64.51,4.1,Inactive,Social Media
1166,73,West,Silver,81,8986.04,170.58,2.3,Active,Advertisement
1167,42,Midwest,Platinum,61,8808.77,416.81,1.3,Active,Social Media
1168,20,Northeast,Bronze,88,1509.55,133.46,3.9,Suspended,Online
1169,49,Southeast,Bronze,78,816.85,129.67,5.0,Active,Advertisement
1170,20,Northeast,Gold,46,2945.92,341.19,3.3,Active,Referral
1171,44,Midwest,Bronze,95,9866.13,57.49,2.1,Inactive,Store
1172,46,Midwest,Gold,49,215.74,186.54,2.5,Active,Advertisement
1173,49,Southeast,Bronze,81,6728.92,154.76,3.6,Active,Online
1174,67,Southwest,Bronze,30,6085.14,425.18,3.8,Active,Social Media
1175,78,Southwest,Platinum,63,6465.78,262.11,4.5,Active,Advertisement
1176,75,Southeast,Silver,28,2182.86,326.77,4.6,Active,Social Media
1177,68,Southwest,Gold,14,2267.17,73.23,4.4,Active,Social Media
1178,36,West,Bronze,57,4306.42,465.17,3.6,Active,Online
1179,38,Southwest,Bronze,22,958.58,168.0,2.8,Active,Referral
1180,22,Southwest,Gold,37,746.13,356.35,3.7,Active,Social Media
1181,35,Southwest,Bronze,40,883.59,477.77,3.7,Active,Online
1182,45,West,Silver,74,5729.79,259.24,1.9,Active,Social Media
1183,59,Southwest,Bronze,14,3977.42,258.69,3.0,Active,Online
1184,78,West,Bronze,86,2936.17,67.45,1.8,Active,Store
1185,39,Southeast,Gold,2,3158.19,201.24,4.6,Active,Online
1186,38,Northeast,Gold,82,2072.83,427.71,2.3,Active,Online
1187,23,Southeast,Silver,0,4115.05,76.2,4.2,Active,Store
1188,18,Northeast,Silver,87,2030.58,459.58,2.5,Active,Store
1189,22,Southeast,Silver,74,6980.46,336.98,4.1,Active,Online
1190,58,Northeast,Silver,93,1239.33,216.27,1.9,Inactive,Online
1191,29,Northeast,Gold,10,9482.42,277.78,4.1,Active,Referral
1192,43,Midwest,Bronze,59,898.19,83.74,1.7,Suspended,Social Media
1193,63,Northeast,Bronze,64,9434.61,116.57,3.0,Suspended,Online
1194,51,Northeast,Platinum,75,8332.95,150.34,1.5,Active,Store
1195,66,Midwest,Bronze,3,6807.12,198.57,3.1,Active,Referral
1196,31,Southwest,Bronze,24,9123.02,458.61,4.3,Inactive,Advertisement
1197,43,Southwest,Silver,71,1392.19,190.11,4.0,Inactive,Online
1198,62,Midwest,Gold,78,1763.15,266.68,1.2,Inactive,Online
1199,44,West,Silver,42,2521.53,89.39,3.0,Active,Online
1200,26,Northeast,Bronze,93,2448.12,370.63,4.4,Active,Social Media
1201,43,Northeast,Platinum,39,3108.48,284.54,3.6,Active,Advertisement
1202,74,Midwest,Gold,95,5756.31,225.55,1.2,Active,Social Media
1203,64,Midwest,Gold,98,281.73,474.12,2.3,Active,Store
1204,74,West,Bronze,84,3822.73,446.42,3.2,Active,Online
1205,39,Southwest,Bronze,94,2463.85,333.16,1.7,Active,Online
1206,64,Southeast,Bronze,99,6066.3,461.69,3.7,Inactive,Advertisement
1207,73,Southwest,Bronze,90,9851.69,286.74,3.5,Active,Store
1208,47,Northeast,Bronze,43,5176.55,415.2,1.8,Active,Referral
1209,60,Midwest,Bronze,71,4256.85,210.64,3.2,Active,Store
1210,80,West,Silver,58,3682.44,52.5,4.2,Active,Online
1211,65,Southwest,Silver,22,7849.49,497.13,2.5,Active,Social Media
1212,78,West,Gold,61,719.81,91.16,2.0,Active,Store
1213,34,Southwest,Bronze,22,9597.71,133.24,3.8,Inactive,Referral
1214,43,Northeast,Silver,57,4179.18,89.92,1.3,Active,Referral
1215,53,Southeast,Bronze,54,3137.01,175.36,4.3,Active,Social Media
1216,18,West,Silver,32,9740.68,151.75,4.8,Active,Referral
1217,25,West,Silver,76,9358.79,304.54,4.9,Inactive,Online
1218,66,Southeast,Silver,62,6419.34,498.27,2.7,Active,Online
1219,52,West,Gold,59,185.07,35.73,3.5,Active,Online
1220,78,West,Gold,98,7485.35,391.44,4.4,Inactive,Referral
1221,69,Southwest,Silver,60,3355.57,72.72,1.9,Active,Store
1222,32,Southwest,Gold,79,3882.8,19.72,1.1,Active,Advertisement
1223,64,Southeast,Silver,75,1587.42,322.9,2.5,Inactive,Social Media
1224,80,Northeast,Gold,60,5234.58,437.92,4.5,Active,Store
1225,73,West,Silver,94,7445.53,96.39,3.0,Inactive,Social Media
1226,39,Northeast,Silver,68,2730.11,177.39,3.1,Inactive,Social Media
1227,31,Southeast,Gold,88,9387.33,92.69,3.8,Active,Store
1228,43,Southeast,Bronze,20,1947.37,454.19,3.3,Active,Online
1229,45,Southwest,Silver,2,662.62,142.48,1.2,Active,Online
1230,40,West,Platinum,47,6443.64,227.91,3.2,Active,Referral
1231,31,Midwest,Gold,9,8493.19,448.42,3.6,Active,Advertisement
1232,41,Southeast,Bronze,86,9531.33,280.91,3.6,Active,Referral
1233,19,West,Bronze,80,7671.71,467.1,3.9,Inactive,Social Media
1234,62,Northeast,Gold,41,1996.5,463.96,3.1,Suspended,Social Media
1235,43,Southwest,Platinum,98,9776.61,236.18,4.6,Active,Store
1236,31,Northeast,Bronze,88,9194.36,295.37,2.9,Active,Online
1237,76,Southeast,Gold,65,1631.67,122.85,3.1,Active,Online
1238,73,Southeast,Gold,90,5587.86,495.36,4.1,Active,Social Media
1239,68,Northeast,Bronze,45,5555.17,146.38,4.3,Active,Store
1240,24,Southeast,Gold,8,4425.35,393.82,3.6,Inactive,Referral
1241,20,West,Bronze,48,9842.81,163.35,1.5,Active,Online
1242,64,Southeast,Silver,3,596.22,163.39,2.3,Active,Online
1243,40,Southwest,Silver,59,6272.09,60.89,1.1,Active,Online
1244,63,West,Silver,89,2053.04,284.35,2.2,Active,Store
1245,60,Midwest,Gold,95,5273.31,129.97,3.3,Active,Referral
1246,64,Southeast,Silver,28,7797.41,82.71,4.2,Inactive,Advertisement
1247,77,Southeast,Gold,85,2467.27,121.07,3.3,Active,Advertisement
1248,62,Southwest,Gold,46,3933.6,133.04,1.2,Active,Store
1249,35,Southwest,Gold,76,9507.68,257.0,2.0,Active,Social Media
1250,75,Northeast,Silver,86,7614.81,199.1,3.3,Active,Social Media
1251,55,Northeast,Bronze,62,5727.23,46.99,3.8,Active,Social Media
1252,52,Northeast,Silver,30,2219.97,272.65,4.5,Active,Referral
1253,68,Southwest,Gold,50,4253.05,396.0,4.9,Active,Referral
1254,32,Northeast,Bronze,40,7740.61,291.38,4.6,Active,Online
1255,42,Northeast,Platinum,35,8205.43,487.52,2.9,Suspended,Advertisement
1256,72,Midwest,Gold,39,2446.06,58.58,4.0,Active,Social Media
1257,54,Northeast,Gold,94,6620.6,412.36,2.0,Inactive,Online
1258,45,Southeast,Silver,59,950.03,257.79,1.3,Inactive,Online
1259,27,Southwest,Silver,14,232.12,265.58,1.2,Active,Store
1260,56,West,Gold,77,5486.74,264.36,2.0,Inactive,Referral
1261,74,Midwest,Silver,98,2243.8,169.41,1.2,Inactive,Online
1262,34,Southwest,Gold,87,789.12,169.03,4.4,Active,Social Media
1263,56,Southwest,Silver,29,7298.28,319.6,3.0,Inactive,Online
1264,39,Southeast,Gold,29,4979.75,31.93,4.2,Active,Referral
1265,43,Northeast,Gold,26,7962.77,298.51,4.8,Active,Advertisement
1266,79,Southeast,Bronze,39,6639.44,365.05,5.0,Active,Social Media
1267,61,Northeast,Bronze,77,7298.05,184.6,4.7,Inactive,Referral
1268,42,Northeast,Gold,44,3073.61,116.5,3.9,Active,Advertisement
1269,34,Southwest,Bronze,74,2632.76,114.56,2.8,Suspended,Advertisement
1270,30,Northeast,Silver,46,6008.75,50.1,3.4,Active,Online
1271,37,Midwest,Silver,89,2000.82,53.96,4.3,Active,Online
1272,42,Midwest,Bronze,55,8154.12,91.68,4.6,Active,Referral
1273,21,Midwest,Bronze,53,5229.2,19.39,4.8,Inactive,Advertisement
1274,27,Southwest,Gold,84,2269.9,140.46,3.9,Active,Social Media
1275,20,Southeast,Silver,8,6251.68,160.14,3.2,Active,Online
1276,58,West,Silver,64,9450.36,497.66,4.9,Inactive,Referral
1277,62,Northeast,Platinum,69,820.95,495.93,4.8,Suspended,Store
1278,35,West,Bronze,0,1093.45,101.65,2.9,Active,Online
1279,64,Southeast,Bronze,85,8438.39,114.39,3.6,Active,Store
1280,53,Southeast,Gold,12,1095.94,251.03,4.2,Active,Referral
1281,64,Southwest,Gold,37,393.75,82.9,2.7,Inactive,Online
1282,39,Midwest,Silver,44,3479.31,256.98,4.3,Inactive,Referral
1283,51,Midwest,Platinum,39,4667.06,205.7,1.4,Inactive,Advertisement
1284,64,Southeast,Platinum,94,5694.44,169.07,2.9,Active,Advertisement
1285,25,Southwest,Bronze,14,5073.0,413.08,2.9,Active,Advertisement
1286,57,Southwest,Bronze,49,9131.85,415.78,3.7,Active,Advertisement
1287,66,Northeast,Gold,1,7686.68,494.07,1.5,Inactive,Online
1288,61,Midwest,Bronze,52,9838.1,119.31,1.4,Inactive,Social Media
1289,36,Southeast,Bronze,94,4764.55,445.26,4.6,Active,Online
1290,59,West,Gold,25,843.3,273.54,2.2,Active,Social Media
1291,58,Midwest,Silver,65,9555.31,299.82,2.3,Active,Referral
1292,54,Northeast,Silver,74,41.13,449.18,4.1,Inactive,Online
1293,23,Southwest,Bronze,32,7760.96,471.89,2.7,Active,Referral
1294,69,Southeast,Silver,81,312.82,366.14,4.3,Active,Referral
1295,43,Midwest,Silver,84,7612.14,180.44,2.6,Active,Store
1296,51,West,Bronze,58,9379.39,249.94,4.0,Active,Store
1297,76,Northeast,Bronze,94,3892.6,311.38,3.1,Suspended,Social Media
1298,73,Northeast,Silver,25,2409.65,416.03,4.7,Inactive,Referral
1299,76,Midwest,Platinum,93,2262.79,332.39,2.3,Active,Store
1300,62,West,Platinum,20,4917.18,189.07,2.5,Active,Social Media
1301,23,Northeast,Bronze,48,1708.87,214.76,4.9,Inactive,Online
1302,54,Southeast,Gold,79,6729.24,34.71,4.0,Active,Referral
1303,74,Northeast,Gold,70,3683.52,462.89,4.1,Inactive,Social Media
1304,50,West,Gold,85,3231.09,53.18,2.2,Active,Store
1305,70,Southwest,Silver,70,4612.86,294.17,3.1,Inactive,Referral
1306,39,Southwest,Bronze,65,5425.88,437.11,2.3,Active,Online
1307,38,Midwest,Gold,36,1419.3,216.22,2.0,Active,Online
1308,23,West,Bronze,13,7077.63,402.06,3.1,Inactive,Online
1309,23,Northeast,Bronze,71,8829.47,403.87,5.0,Active,Online
1310,72,Northeast,Silver,92,2779.87,39.32,1.9,Active,Referral
1311,65,Southwest,Platinum,6,1803.91,211.95,2.0,Active,Online
1312,21,Southwest,Bronze,37,7605.05,348.6,2.0,Active,Online
1313,47,Southeast,Silver,44,1835.42,216.95,4.2,Active,Social Media
1314,28,Southwest,Bronze,21,412.55,277.13,3.0,Active,Online
1315,79,Southeast,Gold,43,6192.43,301.28,2.5,Active,Store
1316,79,Northeast,Silver,80,2397.51,84.1,4.4,Active,Online
1317,47,Southeast,Bronze,79,1718.1,211.87,2.2,Inactive,Referral
1318,48,Southeast,Bronze,96,9816.03,23.95,2.6,Active,Online
1319,41,Midwest,Silver,34,2918.65,83.32,1.3,Active,Online
1320,72,Southwest,Bronze,59,9034.43,261.0,1.5,Active,Advertisement
1321,26,Southeast,Bronze,95,1782.19,291.06,1.5,Active,Referral
1322,72,Northeast,Silver,2,8189.77,81.65,2.4,Inactive,Referral
1323,20,West,Silver,66,5020.19,380.25,3.1,Active,Online
1324,68,Southeast,Gold,71,785.95,192.76,1.0,Active,Referral
1325,48,Southwest,Bronze,94,7336.05,461.12,1.8,Active,Store
1326,57,Midwest,Silver,54,8920.73,199.95,1.7,Active,Referral
1327,54,Northeast,Silver,8,1630.17,83.41,2.0,Inactive,Referral
1328,53,Midwest,Bronze,68,7255.9,381.41,1.7,Inactive,Online
1329,41,West,Silver,27,4450.53,288.22,1.8,Active,Referral
1330,48,Southeast,Bronze,14,7538.7,199.48,4.9,Active,Social Media
1331,23,Southeast,Gold,90,7139.28,184.42,3.4,Active,Online
1332,19,Southwest,Silver,30,266.0,83.88,4.1,Inactive,Referral
1333,37,Southeast,Silver,58,1787.21,177.01,4.3,Active,Referral
1334,45,Northeast,Bronze,81,4710.27,24.38,3.7,Active,Online
1335,28,West,Bronze,53,9335.94,256.18,3.8,Inactive,Advertisement
1336,21,Midwest,Silver,67,3420.73,449.39,3.5,Active,Online
1337,32,West,Silver,84,6288.73,399.71,3.6,Active,Store
1338,23,Southeast,Bronze,46,120.84,23.98,4.7,Inactive,Referral
1339,71,Midwest,Bronze,41,7111.27,441.82,1.7,Active,Online
1340,66,Southwest,Bronze,22,6030.68,231.64,2.1,Active,Referral
1341,47,West,Silver,85,7153.95,103.54,1.4,Active,Store
1342,73,Midwest,Bronze,64,9046.61,378.68,4.3,Inactive,Social Media
1343,55,Midwest,Silver,88,1464.99,168.21,2.8,Active,Store
1344,68,Midwest,Bronze,53,2615.9,134.13,4.6,Inactive,Referral
1345,79,Northeast,Silver,91,9957.81,89.05,2.6,Inactive,Social Media
1346,74,West,Bronze,100,1562.84,248.44,2.8,Active,Referral
1347,19,Midwest,Silver,10,7206.27,55.76,2.8,Active,Advertisement
1348,32,West,Bronze,62,7250.76,394.95,3.4,Active,Referral
1349,28,Midwest,Bronze,21,6829.94,240.63,4.1,Active,Referral
1350,25,Southwest,Silver,53,2274.41,229.02,2.4,Inactive,Referral
1351,43,Southwest,Bronze,88,2151.34,10.91,3.5,Inactive,Referral
1352,68,Southwest,Bronze,84,6663.41,410.75,1.8,Active,Online
1353,62,Southeast,Gold,35,1862.5,251.49,3.2,Suspended,Online
1354,61,Midwest,Gold,57,6615.63,225.55,3.2,Suspended,Referral
1355,22,Southeast,Bronze,19,4925.28,383.08,4.6,Active,Social Media
1356,23,West,Gold,15,3866.29,40.82,4.6,Active,Online
1357,43,Southeast,Silver,91,3002.32,189.67,2.9,Active,Referral
1358,71,West,Bronze,55,9475.77,292.11,1.1,Inactive,Social Media
1359,21,West,Platinum,92,5080.94,235.68,4.4,Active,Online
1360,36,West,Gold,49,5612.52,99.0,1.0,Active,Social Media
1361,37,Southeast,Platinum,89,9492.56,156.65,2.9,Inactive,Store
1362,50,Midwest,Bronze,65,6538.77,157.1,1.1,Active,Referral
1363,37,Southeast,Bronze,73,9578.53,496.07,2.4,Suspended,Online
1364,66,Midwest,Silver,12,1063.67,169.84,3.5,Active,Online
1365,29,Midwest,Silver,14,8466.4,110.54,2.5,Suspended,Online
1366,64,West,Bronze,72,3354.15,413.09,4.7,Active,Social Media
1367,18,Southeast,Gold,26,8104.88,216.37,3.6,Inactive,Advertisement
1368,43,Midwest,Silver,7,8556.37,227.49,3.6,Active,Store
1369,31,Southwest,Silver,69,2714.88,278.96,2.5,Inactive,Referral
1370,55,Midwest,Silver,99,4088.31,301.89,1.2,Inactive,Advertisement
1371,54,Southwest,Silver,49,7260.14,299.37,4.0,Active,Social Media
1372,79,Southeast,Bronze,87,990.56,26.9,3.9,Inactive,Store
1373,28,Southeast,Platinum,66,7555.34,411.23,3.1,Suspended,Online
1374,80,Southeast,Bronze,25,1104.73,105.48,2.7,Active,Online
1375,53,Midwest,Bronze,35,9144.56,153.25,3.2,Active,Referral
1376,30,Northeast,Gold,20,2763.39,94.98,4.0,Inactive,Referral
1377,60,Midwest,Platinum,76,5755.99,385.87,3.9,Active,Referral
1378,20,Midwest,Gold,51,1171.54,295.99,3.6,Inactive,Advertisement
1379,50,West,Gold,10,2694.93,380.1,4.6,Active,Store
1380,23,West,Silver,7,4039.55,330.17,3.4,Inactive,Store
1381,67,Midwest,Platinum,56,4870.49,61.04,1.1,Active,Referral
1382,73,Southwest,Bronze,45,0.67,157.73,3.5,Active,Referral
1383,27,West,Gold,77,8886.56,258.56,3.5,Inactive,Online
1384,22,Midwest,Silver,96,76.75,159.42,1.3,Active,Referral
1385,40,Northeast,Bronze,1,7736.85,111.58,2.7,Active,Online
1386,27,Southwest,Silver,63,4705.79,436.21,3.6,Suspended,Referral
1387,61,Southeast,Silver,51,5238.8,376.41,3.8,Active,Online
1388,19,Midwest,Silver,64,2082.65,179.16,4.6,Active,Referral
1389,30,Midwest,Bronze,10,6073.68,384.86,4.4,Active,Online
1390,57,Southwest,Gold,5,5372.32,317.49,1.5,Active,Online
1391,19,West,Bronze,95,1642.36,11.86,3.4,Suspended,Social Media
1392,37,West,Silver,78,2381.19,196.33,3.4,Inactive,Store
1393,18,West,Gold,75,669.04,152.34,2.2,Active,Store
1394,80,Southeast,Silver,63,662.84,116.78,1.7,Active,Referral
1395,54,Southwest,Bronze,100,137.76,133.28,1.8,Inactive,Store
1396,26,Southwest,Bronze,92,2204.74,471.76,1.7,Active,Store
1397,34,West,Silver,54,6796.61,248.3,4.2,Active,Advertisement
1398,26,West,Platinum,43,3162.15,425.38,1.6,Active,Online
1399,28,Northeast,Platinum,85,3427.34,114.97,2.1,Active,Social Media
1400,32,Northeast,Gold,13,1319.05,95.46,1.9,Suspended,Advertisement
1401,41,Midwest,Bronze,82,5754.71,445.51,3.9,Inactive,Online
1402,55,Midwest,Bronze,4,3421.44,252.9,1.6,Active,Referral
1403,72,Southwest,Bronze,98,6763.17,448.62,1.1,Active,Referral
1404,52,Southwest,Bronze,24,7414.59,40.88,2.5,Active,Social Media
1405,47,Southeast,Bronze,49,5846.93,459.05,2.2,Active,Online
1406,48,Southeast,Bronze,72,2760.7,213.57,2.6,Active,Store
1407,66,Northeast,Silver,70,5086.08,86.13,4.0,Active,Social Media
1408,22,Midwest,Bronze,81,2519.31,344.86,1.0,Inactive,Online
1409,79,Northeast,Silver,1,9029.13,400.48,1.2,Suspended,Online
1410,77,Northeast,Platinum,9,7663.86,33.21,2.0,Active,Advertisement
1411,61,Midwest,Silver,1,4930.06,493.73,4.6,Active,Social Media
1412,67,Southeast,Gold,59,9654.57,351.54,1.7,Inactive,Store
1413,31,Midwest,Gold,44,5467.55,167.49,5.0,Active,Referral
1414,70,West,Bronze,7,3285.35,84.13,4.2,Active,Social Media
1415,73,West,Bronze,57,954.67,202.34,2.8,Active,Advertisement
1416,28,West,Bronze,6,5437.46,118.08,4.0,Active,Store
1417,26,Southwest,Bronze,98,8604.17,252.14,3.1,Active,Referral
1418,51,Southeast,Silver,86,8667.19,393.13,3.3,Inactive,Store
1419,29,Southeast,Platinum,71,6045.67,333.46,3.3,Active,Online
1420,52,Southwest,Platinum,20,3934.38,223.61,3.6,Active,Online
1421,52,Northeast,Bronze,96,6502.96,68.28,1.2,Active,Social Media
1422,18,West,Platinum,46,7621.4,479.01,3.5,Active,Online
1423,57,West,Bronze,0,4116.25,142.48,3.9,Active,Online
1424,39,Northeast,Gold,11,4762.54,146.14,2.2,Inactive,Referral
1425,77,Midwest,Bronze,74,6806.16,326.3,4.9,Active,Online
1426,46,Midwest,Bronze,47,8766.53,387.55,1.6,Suspended,Online
1427,25,Southeast,Bronze,93,7910.1,492.23,4.6,Inactive,Referral
1428,28,Southwest,Gold,3,223.91,484.89,3.7,Inactive,Referral
1429,58,Southeast,Bronze,33,1243.72,457.74,3.7,Active,Online
1430,54,Midwest,Bronze,86,8527.78,223.3,4.5,Active,Referral
1431,31,Northeast,Platinum,31,8338.23,91.67,4.3,Active,Referral
1432,77,Southeast,Platinum,2,3888.07,296.39,2.4,Active,Online
1433,47,West,Bronze,91,5842.78,18.46,3.8,Active,Social Media
1434,52,West,Gold,67,9058.45,106.16,1.2,Suspended,Online
1435,38,Northeast,Bronze,56,9115.59,11.24,2.9,Inactive,Store
1436,54,Midwest,Bronze,75,7830.93,98.46,4.8,Active,Store
1437,22,West,Silver,23,2095.89,242.63,2.1,Inactive,Online
1438,36,West,Silver,32,7302.83,202.73,1.2,Active,Online
1439,76,Southwest,Silver,2,1010.98,190.96,3.3,Active,Social Media
1440,31,Southeast,Silver,3,8939.38,417.17,2.4,Active,Referral
1441,43,Midwest,Silver,29,1491.49,340.75,2.5,Active,Referral
1442,79,Southeast,Gold,69,6623.49,468.85,3.3,Active,Social Media
1443,21,Midwest,Gold,48,6102.43,228.22,3.5,Active,Online
1444,42,West,Silver,29,7769.0,143.39,2.7,Active,Social Media
1445,62,Southwest,Bronze,71,5515.78,70.12,3.0,Active,Referral
1446,59,Southeast,Silver,81,595.67,339.29,5.0,Active,Store
1447,42,West,Gold,15,7058.46,422.45,4.8,Active,Social Media
1448,35,Midwest,Silver,52,3831.55,100.03,3.8,Active,Referral
1449,57,Southeast,Silver,5,3202.85,440.59,1.6,Active,Online
1450,25,Southeast,Bronze,23,9916.74,267.88,2.4,Active,Store
1451,56,West,Silver,91,5904.0,80.6,4.5,Active,Social Media
1452,57,Southeast,Bronze,95,7107.19,325.0,2.7,Active,Referral
1453,31,Southwest,Platinum,88,5263.26,264.83,4.8,Active,Referral
1454,49,Southwest,Silver,27,7699.73,23.81,3.0,Inactive,Online
1455,68,West,Bronze,20,7520.73,205.63,4.4,Active,Store
1456,78,Midwest,Silver,7,6571.46,394.55,1.1,Active,Social Media
1457,55,West,Gold,35,9977.43,282.16,2.7,Active,Store
1458,50,Southwest,Bronze,8,4597.94,148.2,3.8,Active,Social Media
1459,40,Northeast,Silver,39,7061.92,465.03,4.5,Inactive,Social Media
1460,80,Northeast,Silver,84,7977.78,126.51,3.4,Active,Online
1461,32,Southeast,Gold,50,3760.35,133.84,1.7,Active,Referral
1462,50,Southeast,Bronze,0,4571.75,183.77,4.5,Active,Referral
1463,42,Northeast,Silver,62,9691.67,448.32,3.3,Active,Store
1464,34,Southwest,Platinum,67,322.91,258.74,1.4,Suspended,Online
1465,50,Southeast,Platinum,73,3352.96,344.27,2.9,Active,Store
1466,64,West,Silver,25,4862.13,488.37,3.8,Active,Online
1467,72,West,Platinum,39,14.65,393.82,2.8,Active,Social Media
1468,19,Southwest,Silver,2,8991.27,94.57,4.5,Active,Advertisement
1469,31,Southeast,Silver,8,2862.44,396.29,2.7,Active,Online
1470,70,West,Silver,31,2577.05,376.69,3.3,Active,Referral
1471,57,Southeast,Bronze,66,8203.26,123.98,1.8,Active,Social Media
1472,57,Southeast,Silver,3,2779.83,169.42,3.1,Active,Referral
1473,68,West,Silver,5,6576.23,357.96,1.9,Active,Online
1474,56,Northeast,Gold,72,8215.03,126.81,1.9,Inactive,Store
1475,68,West,Gold,25,7924.77,112.01,2.1,Active,Store
1476,23,Southwest,Silver,1,7819.51,354.7,1.2,Active,Store
1477,23,Midwest,Bronze,65,886.38,441.49,1.7,Active,Advertisement
1478,20,West,Bronze,84,798.47,46.76,2.7,Active,Advertisement
1479,24,Southeast,Bronze,85,3067.7,228.49,1.5,Inactive,Social Media
1480,68,Southeast,Silver,2,359.48,307.52,1.5,Active,Online
1481,25,West,Bronze,34,5004.3,341.38,4.9,Active,Online
1482,59,Midwest,Silver,58,3947.82,498.14,2.7,Suspended,Social Media
